Sub  Trial   Group    Task  Block  Errors      Stimuli      ManEst    ManEstTime    G12FGAp        RT       MT    GGManEst    GGManEstTime      GGRT
  5     67  GPM-SL  ManEst      3       7          D1B       57.70       1326.84      58.16    230.00  1096.84       58.08          815.00    250.00
  5     68  GPM-SL  ManEst      3       7          D1A       53.02       1328.79      57.93    310.00  1018.79       48.11          690.00    330.00
  5     69  GPM-SL  ManEst      3       7          D1B       54.99       1208.83      53.68    220.00   988.83       58.00          750.00    235.00
  5     70  GPM-SL  ManEst      3       7          D1A       49.19       1442.74      53.80    225.00  1217.74       47.81          650.00    230.00
  5     71  GPM-SL  ManEst      3       7          D2A       56.38       1414.71      54.67    185.00  1229.71       54.18          650.00    195.00
  5     72  GPM-SL  ManEst      3       7          D2A       54.99       1290.00      54.94    195.00  1095.00       51.36          610.00    215.00
  5     73  GPM-SL  ManEst      3       7          D2A       54.73       1355.77      54.56    290.00  1065.77       53.87          825.00    305.00
  5     74  GPM-SL  ManEst      3       7          D1B       51.72       1488.53      52.21    235.00  1253.53       53.11          775.00    280.00
  5     75  GPM-SL  ManEst      3       8          D1B       57.36       1357.61      54.04    445.00   912.61       56.44         1095.00    450.00
  5     76  GPM-SL  ManEst      3       8          D2A       58.13       1231.88      57.11    235.00   996.88       58.61          735.00    255.00
  5     77  GPM-SL  ManEst      3       8          D2B       59.71       1261.88      56.76    255.00  1006.88       58.93          785.00    260.00
  5     78  GPM-SL  ManEst      3       8          D2A       57.54       1483.64      56.96    305.00  1178.64       53.70          965.00    340.00
  5     79  GPM-SL  ManEst      3       8          D1A       56.41       1520.49      54.18    245.00  1275.49       54.18          900.00    250.00
  5     80  GPM-SL  ManEst      3       8          D2B       54.32       1330.80      55.92    280.00  1050.80       54.41          835.00    315.00
  5     81  GPM-SL  ManEst      3       8          D2B       56.55       1332.78      56.96    260.00  1072.78       55.54          795.00    260.00
  5     82  GPM-SL  ManEst      3       8          D2A       59.96       1206.72      57.31    185.00  1021.72       58.60          815.00    190.00
  5     83  GPM-SL  ManEst      3       8          D2B       55.43       1391.74      57.45    205.00  1186.74       56.56          825.00    205.00
  5     84  GPM-SL  ManEst      3       8          D1A       56.05       1185.66      53.84    205.00   980.66       54.34          675.00    210.00
  5     85  GPM-SL  ManEst      3       8          D1B       56.55       1270.82      56.05    205.00  1065.82       58.48          700.00    225.00
  5     86  GPM-SL  ManEst      3       8          D1A       56.54       1307.73      56.68    325.00   982.73       54.18          800.00    345.00
  5     87  GPM-SL  ManEst      3       8          D2B       50.15       1688.49      53.69    340.00  1348.49       53.07          785.00    365.00
  5     88  GPM-SL  ManEst      3       8          D2A       52.72       1468.58      53.31    220.00  1248.58       54.33          855.00    215.00
  5     89  GPM-SL  ManEst      3       8          D1A       55.41       1519.52      56.08    300.00  1219.52       53.31          875.00    290.00
  5     90  GPM-SL  ManEst      3       8          D2B       52.27       1618.57      52.92    260.00  1358.57       51.34          865.00    305.00
  5     91  GPM-SL  ManEst      3       8          D1B       49.61       1547.49      52.78    270.00  1277.49       49.26          840.00    275.00
  5     92  GPM-SL  ManEst      3       8          D2B       51.49       1588.56      55.15    275.00  1313.56       49.10          785.00    290.00
  5     93  GPM-SL  ManEst      3       8          D1A       58.18       1575.54      56.36    285.00  1290.54       55.87          885.00    310.00
  5     94  GPM-SL  ManEst      3       8          D1B       58.96       1432.74      54.52    205.00  1227.74       57.26          815.00    215.00
  5     95  GPM-SL  ManEst      3       8          D2B       57.88       1332.35      56.65    275.00  1057.35       56.79          795.00    270.00
  5     96  GPM-SL  ManEst      3       8          D1B       56.06       1555.46      55.90    230.00  1325.46       57.34          865.00    225.00
  5     97  GPM-SL  ManEst      4       8          D1A       50.49       1705.35      52.69    235.00  1470.35       47.83          875.00    235.00
  5     98  GPM-SL  ManEst      4       8          D1B       50.52       1574.64      56.64    220.00  1354.64       48.78          670.00    245.00
  5     99  GPM-SL  ManEst      4       8          D1B       51.55       1482.51      52.27    180.00  1302.51       49.43          765.00    225.00
  5    100  GPM-SL  ManEst      4       8          D2A       49.61       1410.66      53.92    230.00  1180.66       47.39          830.00    245.00
  5    101  GPM-SL  ManEst      4       8          D1B       50.86       1619.52      52.45    320.00  1299.52       50.02          870.00    310.00
  5    102  GPM-SL  ManEst      4       8          D1B       49.69       1348.75      53.83    235.00  1113.75       49.03          840.00    245.00
  5    103  GPM-SL  ManEst      4       8          D2B       51.19       1438.64      54.20    260.00  1178.64       50.79          855.00    360.00
  5    104  GPM-SL  ManEst      4       8          D2A       48.78       1458.65      52.36    215.00  1243.65       50.08          760.00    235.00
  5    105  GPM-SL  ManEst      4       8          D2B       50.99       1418.69      52.62    190.00  1228.69       52.12          810.00    190.00
  5    106  GPM-SL  ManEst      4       8          D2B       52.35       1572.64      52.71    365.00  1207.64       52.19          900.00    405.00
  5    107  GPM-SL  ManEst      4       8          D1A       48.58       1739.29      51.53    470.00  1269.29       49.10         1025.00    480.00
  5    108  GPM-SL  ManEst      4       8          D1A       48.11       1388.49      51.12    195.00  1193.49       51.31         1025.00    255.00
  5    109  GPM-SL  ManEst      4       8          D2B       47.86       1772.06      52.97    250.00  1522.06       46.83          800.00    315.00
  5    110  GPM-SL  ManEst      4       8          D1B       52.08       1470.65      56.08    245.00  1225.65       50.60          825.00    255.00
  5    111  GPM-SL  ManEst      4       8          D2A       52.87       1337.72      54.22    145.00  1192.72       55.60          945.00    180.00
  5    112  GPM-SL  ManEst      4       8          D2A       51.61       1421.27      55.84    245.00  1176.27       51.58          765.00    260.00
  5    113  GPM-SL  ManEst      4       9          D2B       56.87       1299.75      54.47    300.00   999.75       58.43          985.00    320.00
  5    114  GPM-SL  ManEst      4       9          D2A       55.40       1370.67      56.55    215.00  1155.67       55.89          755.00    240.00
  5    115  GPM-SL  ManEst      4       9          D2B       54.59       1463.75      53.86    245.00  1218.75       53.69          950.00    305.00
  5    116  GPM-SL  ManEst      4       9          D1B       54.36       1350.80      53.26    240.00  1110.80       54.31          865.00    290.00
  5    117  GPM-SL  ManEst      4       9          D2A       55.69       1456.74      55.57    165.00  1291.74       51.92          840.00    215.00
  5    118  GPM-SL  ManEst      4       9          D2B       57.91       1508.59      54.29    400.00  1108.59       59.59         1025.00    390.00
  5    119  GPM-SL  ManEst      4       9          D2B       58.07       1742.45      54.44    345.00  1397.45       58.42         1100.00    355.00
  5    120  GPM-SL  ManEst      4       9          D1A       52.66       1307.54      53.62    235.00  1072.54       49.94          840.00    245.00
  5    121  GPM-SL  ManEst      4       9          D1A       57.35       1260.87      56.93    165.00  1095.87       55.42          805.00    175.00
  5    122  GPM-SL  ManEst      4       9          D1A       57.63       1490.64      56.22    220.00  1270.64       57.69          965.00    235.00
  5    123  GPM-SL  ManEst      4       9          D1B       56.83       1697.30      55.39    270.00  1427.30       57.93         1465.00    305.00
  5    124  GPM-SL  ManEst      4       9          D1A       52.40       1593.46      56.56    240.00  1353.46       54.84          920.00    275.00
  5    125  GPM-SL  ManEst      4       9          D2A       52.39       1584.54      55.04    510.00  1074.54       51.94         1165.00    575.00
  5    126  GPM-SL  ManEst      4       9          D1B       48.92       1798.29      52.19    415.00  1383.29       51.29         1385.00    505.00
  5    127  GPM-SL  ManEst      4       9          D1A       54.87       1372.81      52.77    400.00   972.81       56.15          900.00    410.00
  5    128  GPM-SL  ManEst      4       9          D2A       54.78       1338.79      58.26    200.00  1138.79       55.59          675.00    200.00
  6      1  GMP-SL  ManEst      1       0          D2B       68.86       1048.46      61.81    365.00   683.46       68.42          900.00    375.00
  6      2  GMP-SL  ManEst      1       0          D1A       73.97        995.40      61.65    255.00   740.40       73.81          780.00    260.00
  6      3  GMP-SL  ManEst      1       0          D2B       68.96       1015.48      62.55    230.00   785.48       72.13          640.00    235.00
  6      4  GMP-SL  ManEst      1       0          D1A       72.53        945.47      61.23    240.00   705.47       71.27          725.00    245.00
  6      5  GMP-SL  ManEst      1       0          D2A       71.48        934.57      61.82    235.00   699.57       68.52          765.00    240.00
  6      6  GMP-SL  ManEst      1       0          D1B       75.25        873.42      60.79    220.00   653.42       76.42          610.00    220.00
