Sub  Trial   Group    Task  Block  Errors      Stimuli    MaxAp     MaxApTime       G12FGAp        RT  TouchedAp  TouchedTime       GGRT
  6     89  GMP-SL   Grasp      3       6          D2B    75.87        645.00         61.56    275.00      75.87       645.00     285.00
  6     90  GMP-SL   Grasp      3       6          D1A    75.96        585.00         61.32    215.00      75.65       600.00     215.00
  6     91  GMP-SL   Grasp      3       6          D2B    78.61        550.00         62.39    205.00      77.06       610.00     200.00
  6     92  GMP-SL   Grasp      3       6          D2B    76.81        585.00         61.95    225.00      76.70       595.00     225.00
  6     93  GMP-SL   Grasp      3       6          D2A    78.48        610.00         62.27    210.00      78.48       610.00     225.00
  6     94  GMP-SL   Grasp      3       7          D1B    74.70        565.00         63.12    210.00      73.88       595.00     210.00
  6     95  GMP-SL   Grasp      3       7          D1B    78.88        625.00         61.96    215.00      78.88       625.00     215.00
  6     96  GMP-SL   Grasp      3       7          D1A    78.46        585.00         61.91    210.00      77.99       600.00     205.00
  6     97  GMP-SL   Grasp      4       7          D2A    76.10        735.00         61.39    380.00      76.10       735.00     395.00
  6     98  GMP-SL   Grasp      4       7          D1B    79.14        600.00         60.96    230.00      76.13       640.00     240.00
  6     99  GMP-SL   Grasp      4       8          D1A    81.07        615.00         62.08    225.00      81.07       615.00     215.00
  6    100  GMP-SL   Grasp      4       8          D1B    77.02        590.00         61.73    220.00      76.19       630.00     225.00
  6    101  GMP-SL   Grasp      4       8          D2B    76.66        635.00         62.12    235.00      75.64       675.00     240.00
  6    102  GMP-SL   Grasp      4       8          D1A    75.52        665.00         61.36    250.00      74.70       685.00     255.00
  6    103  GMP-SL   Grasp      4       8          D1A    76.81        635.00         61.75    240.00      75.21       670.00     240.00
  6    104  GMP-SL   Grasp      4       8          D1B    76.94        615.00         61.96    225.00      76.26       660.00     230.00
  6    105  GMP-SL   Grasp      4       8          D1B    78.50        625.00         61.96    210.00      74.92       685.00     215.00
  6    106  GMP-SL   Grasp      4       8          D1A    77.05        640.00         62.19    215.00      75.87       690.00     220.00
  6    107  GMP-SL   Grasp      4       8          D1B    81.94        660.00         61.70    205.00      81.93       665.00     215.00
  6    108  GMP-SL   Grasp      4       8          D2A    76.65        600.00         62.79    190.00      71.59       680.00     190.00
  6    109  GMP-SL   Grasp      4       8          D2B    76.48        635.00         62.82    235.00      74.88       680.00     240.00
  6    110  GMP-SL   Grasp      4       8          D1B    77.45        645.00         61.75    230.00      76.18       675.00     225.00
  6    111  GMP-SL   Grasp      4       8          D2A    80.04        620.00         62.61    180.00      78.44       650.00     185.00
  6    112  GMP-SL   Grasp      4       8          D2A    74.25        620.00         60.69    220.00      72.06       665.00     215.00
  6    113  GMP-SL   Grasp      4       8          D2A    78.86        585.00         61.98    210.00      78.48       605.00     205.00
  6    114  GMP-SL   Grasp      4       8          D1B    79.88        740.00         61.79    395.00      77.07       780.00     395.00
  6    115  GMP-SL   Grasp      4       8          D2A    81.60        560.00         62.03    210.00      77.62       610.00     225.00
  6    116  GMP-SL   Grasp      4       8          D1A    79.18        570.00         61.49    195.00      79.17       575.00     195.00
  6    117  GMP-SL   Grasp      4       8          D2B    80.66        595.00         62.14    225.00      80.64       600.00     230.00
  6    118  GMP-SL   Grasp      4       8          D2B    78.88        605.00         61.96    200.00      78.51       620.00     200.00
  6    119  GMP-SL   Grasp      4       8          D2A    80.31        670.00         62.46    295.00      80.22       680.00     295.00
  6    120  GMP-SL   Grasp      4       8          D2B    76.69        595.00         62.01    210.00      76.69       595.00     210.00
  6    121  GMP-SL   Grasp      4       8          D1A    77.08        610.00         61.61    220.00      75.20       645.00     220.00
  6    122  GMP-SL   Grasp      4       8          D1B    75.81        675.00         61.49    320.00      75.23       710.00     320.00
  6    123  GMP-SL   Grasp      4       8          D1A    75.79        575.00         61.05    205.00      75.79       575.00     210.00
  6    124  GMP-SL   Grasp      4       8          D2A    75.38        610.00         61.53    225.00      75.22       620.00     220.00
  6    125  GMP-SL   Grasp      4       8          D1A    79.33        615.00         60.96    245.00      78.87       625.00     245.00
  6    126  GMP-SL   Grasp      4       8          D2B    80.67        660.00         61.72    315.00      80.48       670.00     320.00
  6    127  GMP-SL   Grasp      4       8          D2B    76.23        605.00         62.01    240.00      71.34       660.00     245.00
  6    128  GMP-SL   Grasp      4       8          D2B    77.89        620.00         62.16    220.00      76.84       655.00     225.00
  7      1  PMG-LS   Grasp      1       0          D1A    79.09        620.00         65.16    190.00      76.94       665.00     190.00
  7      2  PMG-LS   Grasp      1       0          D1A    76.93        620.00         60.75    250.00      75.65       670.00     310.00
  7      3  PMG-LS   Grasp      1       0          D2B    82.68        585.00         63.50    165.00      82.03       605.00     160.00
  7      4  PMG-LS   Grasp      1       0          D2B    82.01        760.00         63.32    360.00      82.01       760.00     355.00
  7      5  PMG-LS   Grasp      1       0          D1B    77.23        550.00         61.99    150.00      77.23       550.00     145.00
  7      6  PMG-LS   Grasp      1       0          D2A    83.70        575.00         61.47    165.00      83.17       585.00     175.00
  7      7  PMG-LS   Grasp      1       0          D2A    68.37        545.00         63.75    200.00      68.11       555.00     200.00
  7      8  PMG-LS   Grasp      1       0          D2B    71.37        665.00         64.04    220.00      71.37       665.00     220.00
  7      9  PMG-LS   Grasp      1       0          D1B    84.56        590.00         66.22    190.00      84.56       590.00     185.00
  7     10  PMG-LS   Grasp      1       0          D2A    97.04        730.00         64.15    245.00      88.63       785.00     240.00
  7     11  PMG-LS   Grasp      1       0          D2A    88.44        570.00         65.24    175.00      84.34       630.00     170.00
  7     12  PMG-LS   Grasp      1       0          D1B    82.70        545.00         62.65    190.00      82.70       545.00     200.00
  7     13  PMG-LS   Grasp      1       0          D2B    88.78        630.00         64.16    190.00      88.78       630.00     185.00
  7     14  PMG-LS   Grasp      1       0          D2A    87.56        595.00         62.29    220.00      83.17       660.00     210.00
  7     15  PMG-LS   Grasp      1       0          D2A    88.73        680.00         66.19    225.00      83.83       720.00     220.00
  7     16  PMG-LS   Grasp      1       0          D1A    48.10        610.00         62.16    235.00      48.10       610.00     275.00
  7     17  PMG-LS   Grasp      1       0          D1A    85.08        615.00         67.59    200.00      85.08       615.00     195.00
  7     18  PMG-LS   Grasp      1       0          D1A    85.47        575.00           NaN    195.00      85.47       575.00     190.00
  7     19  PMG-LS   Grasp      1       0          D2B    86.97        585.00         65.62    230.00      84.98       620.00     225.00
  7     20  PMG-LS   Grasp      1       0          D2A    76.53        795.00         66.55    400.00      76.53       795.00     410.00
  7     21  PMG-LS   Grasp      1       0          D1A    85.10        690.00         63.28    170.00      83.66       730.00     165.00
  7     22  PMG-LS   Grasp      1       1          D1B    65.20        505.00         64.42    220.00      65.20       505.00     225.00
  7     23  PMG-LS   Grasp      1       1          D1B    86.42        645.00         63.37    220.00      85.09       670.00     220.00
  7     24  PMG-LS   Grasp      1       1          D2B    85.46        510.00         71.44    200.00      85.46       510.00     200.00
  7     25  PMG-LS   Grasp      1       3          D2B    82.05       1035.00         61.75    705.00      82.05      1035.00     725.00
  7     26  PMG-LS   Grasp      1       3          D2B    88.89        570.00         60.68    240.00      88.89       570.00     250.00
  7     27  PMG-LS   Grasp      1       3          D1B    88.71        650.00         63.30    235.00      85.45       710.00     250.00
